2.302800000000000000e+05,2.304000000000000000e+05,9.994791666666666963e-01
2.267780000000000000e+05,2.304000000000000000e+05,9.842795138888889017e-01
2.286210000000000000e+05,2.304000000000000000e+05,9.922786458333333615e-01
2.280230000000000000e+05,2.304000000000000000e+05,9.896831597222222054e-01
2.227050000000000000e+05,2.304000000000000000e+05,9.666015624999999556e-01
2.208460000000000000e+05,2.304000000000000000e+05,9.585329861111111516e-01
2.260110000000000000e+05,2.304000000000000000e+05,9.809505208333333393e-01
2.237420000000000000e+05,2.304000000000000000e+05,9.711024305555555625e-01
2.294680000000000000e+05,2.304000000000000000e+05,9.959548611111110894e-01
2.258750000000000000e+05,2.304000000000000000e+05,9.803602430555555802e-01
2.238160000000000000e+05,2.304000000000000000e+05,9.714236111111110850e-01
2.262610000000000000e+05,2.304000000000000000e+05,9.820355902777777590e-01
2.265600000000000000e+05,2.304000000000000000e+05,9.833333333333332815e-01
2.259420000000000000e+05,2.304000000000000000e+05,9.806510416666666119e-01
2.298750000000000000e+05,2.304000000000000000e+05,9.977213541666666297e-01
2.284880000000000000e+05,2.304000000000000000e+05,9.917013888888889239e-01
2.155280000000000000e+05,2.304000000000000000e+05,9.354513888888889017e-01
2.289760000000000000e+05,2.304000000000000000e+05,9.938194444444444775e-01
2.304000000000000000e+05,2.304000000000000000e+05,1.000000000000000000e+00
2.194560000000000000e+05,2.304000000000000000e+05,9.525000000000000133e-01
2.271150000000000000e+05,2.304000000000000000e+05,9.857421874999999778e-01
2.262350000000000000e+05,2.304000000000000000e+05,9.819227430555556024e-01
2.280260000000000000e+05,2.304000000000000000e+05,9.896961805555555269e-01
2.297180000000000000e+05,2.304000000000000000e+05,9.970399305555555092e-01
2.177240000000000000e+05,2.304000000000000000e+05,9.449826388888888928e-01
2.250450000000000000e+05,2.304000000000000000e+05,9.767578125000000444e-01
2.233230000000000000e+05,2.304000000000000000e+05,9.692838541666666252e-01
2.300320000000000000e+05,2.304000000000000000e+05,9.984027777777777501e-01
2.284550000000000000e+05,2.304000000000000000e+05,9.915581597222222765e-01
2.281450000000000000e+05,2.304000000000000000e+05,9.902126736111110938e-01
2.286850000000000000e+05,2.304000000000000000e+05,9.925564236111110716e-01
2.300540000000000000e+05,2.304000000000000000e+05,9.984982638888888484e-01
2.261880000000000000e+05,2.304000000000000000e+05,9.817187499999999734e-01
2.123030000000000000e+05,2.304000000000000000e+05,9.214539930555555314e-01
2.249720000000000000e+05,2.304000000000000000e+05,9.764409722222222587e-01
2.235140000000000000e+05,2.304000000000000000e+05,9.701128472222222410e-01
2.201840000000000000e+05,2.304000000000000000e+05,9.556597222222221744e-01
2.274410000000000000e+05,2.304000000000000000e+05,9.871571180555555047e-01
2.240490000000000000e+05,2.304000000000000000e+05,9.724348958333333126e-01
2.256650000000000000e+05,2.304000000000000000e+05,9.794487847222221877e-01
2.271200000000000000e+05,2.304000000000000000e+05,9.857638888888888840e-01
2.282950000000000000e+05,2.304000000000000000e+05,9.908637152777777235e-01
2.296740000000000000e+05,2.304000000000000000e+05,9.968489583333333126e-01
2.216710000000000000e+05,2.304000000000000000e+05,9.621137152777777812e-01
2.253670000000000000e+05,2.304000000000000000e+05,9.781553819444444020e-01
2.264740000000000000e+05,2.304000000000000000e+05,9.829600694444444731e-01
2.239820000000000000e+05,2.304000000000000000e+05,9.721440972222221699e-01
2.285320000000000000e+05,2.304000000000000000e+05,9.918923611111111205e-01
2.267510000000000000e+05,2.304000000000000000e+05,9.841623263888888973e-01
2.259450000000000000e+05,2.304000000000000000e+05,9.806640625000000444e-01
2.304000000000000000e+05,2.304000000000000000e+05,1.000000000000000000e+00
2.201700000000000000e+05,2.304000000000000000e+05,9.555989583333333037e-01
2.273210000000000000e+05,2.304000000000000000e+05,9.866362847222222010e-01
2.283880000000000000e+05,2.304000000000000000e+05,9.912673611111111338e-01
2.289450000000000000e+05,2.304000000000000000e+05,9.936848958333333037e-01
2.268300000000000000e+05,2.304000000000000000e+05,9.845052083333333259e-01
2.082340000000000000e+05,2.304000000000000000e+05,9.037934027777777546e-01
2.261200000000000000e+05,2.304000000000000000e+05,9.814236111111110938e-01
2.276610000000000000e+05,2.304000000000000000e+05,9.881119791666667096e-01
2.288810000000000000e+05,2.304000000000000000e+05,9.934071180555555935e-01
2.152240000000000000e+05,2.304000000000000000e+05,9.341319444444444731e-01
2.299750000000000000e+05,2.304000000000000000e+05,9.981553819444444198e-01
2.233830000000000000e+05,2.304000000000000000e+05,9.695442708333333881e-01
2.211150000000000000e+05,2.304000000000000000e+05,9.597005208333333481e-01
2.293300000000000000e+05,2.304000000000000000e+05,9.953559027777777457e-01
2.264920000000000000e+05,2.304000000000000000e+05,9.830381944444444020e-01
2.304000000000000000e+05,2.304000000000000000e+05,1.000000000000000000e+00
2.198780000000000000e+05,2.304000000000000000e+05,9.543315972222222721e-01
2.294110000000000000e+05,2.304000000000000000e+05,9.957074652777777590e-01
2.236310000000000000e+05,2.304000000000000000e+05,9.706206597222222232e-01
2.236520000000000000e+05,2.304000000000000000e+05,9.707118055555555847e-01
2.295600000000000000e+05,2.304000000000000000e+05,9.963541666666666519e-01
2.266760000000000000e+05,2.304000000000000000e+05,9.838368055555555269e-01
2.304000000000000000e+05,2.304000000000000000e+05,1.000000000000000000e+00
